icd10,doid  
D06,8991
D45,8997
K76.81,900
L40.5,9008
D02.0,9011
D01.4,9024
C07,9036
N84.0,9042
N88.0,9043
E71.510,905
D09.0,9053
E71.5,906
B36.0,9060
L00,9063
B55,9065
M31.2,9072
M32.9,9074
H01.12,9076
L41,9088
G47.52,9091
D00.1,9095
L70.8,9098
C71.4,910
B55.1,9111
A58,9113
C92.0,9119
E85,9120
B00.0,9123
C03.1,9125
D01.5,9132
D00.2,9138
K76.4,914
H01.14,9140
B55.0,9146
C05.0,9149
B55.2,9155
A48.0,9159
K22.0,9164
L98.1,9165
D82.0,9169
C08.0,9173
D01.2,9174
A06,9181
L10,9182
C06.1,9188
K22.4,9192
L43,9201
K22.7,9206
G47.61,9207
B02.21,9210
L44.0,9212
D09.1,9234
C12,9235
I73.81,9240
Q44.7,9245
E72.9,9252
C49.A,9253
C94.3,9254
C18.9,9256
C11.2,9261
C11.0,9261
C11,9261
C11.3,9261
C11.1,9261
E72.11,9263
E70.4,9265
E72.01,9266
E72.2,9267
E72.51,9268
E71.0,9269
E70.29,9270
E72.4,9271
E72.23,9273
E72.3,9274
E70.21,9275
E72.21,9278
H40.05,9282
H40.00,9283
N48.3,9286
H05.82,929
Q36,9296
K13.0,9297
F80.9,93
H05.9,930
A18.85,9305
H50.6,9306
K62.3,9307
J32.2,9312
I89.1,9317
H53.45,9335
H53.42,9335
N36.5,9339
B34.9,934
A94,934
N36.1,9341
I77.71,9348
E08-E13,9351
E11,9352
G93.9,936
G93.40,936
J45,9360
N49.0,9365
H16.2,9368
H05.11,9369
H05.20,9370
H20.81,9375
H20.01,9383
A54.32,9384
H20.2,9388
H20.03,9389
J04.1,9392
J05.0,9395
J04.0,9396
J05.1,9398
J05.10,9398
N45.3,9401
N45.1,9402
E23.0,9406
I21,9408
E23.2,9409
E23.0,9410
J45,9415
H01.0,9423
I67.4,9427
K83.0,9446
K70.0,9452
E75.6,9455
C54,9460
H16.21,9461
H60.4,9462
Q87.2,9467
G00,9470
G03,9471
E23.0,9476
I26,9477
F53.0,9478
H01.01,9483
Q43.0,9487
H04.02,949
H04.0,950
D72.9,9500
J82.81,9502
J82.89,9503
F12.1,9505
F12,9505
J01.2,9506
J32.2,9507
H10.42,9512
C90.1,9513
H04.01,952
E34.321,9521
A53.0,9531
A15.0,9534
A96.2,9537
C90.0,9538
E27.9,9553
J47,9563
Q24.0,9565
Q30.0,9574
P37.5,9577
A92.2,9584
N21.1,9589
N21,9590
M72.9,9598
A05.0,96
M72.2,9600
M72.6,9602
R80.2,9617
N13.7,9620
N28.1,9621
N28.81,9622
K12.1,9637
A07.8,9640
B60.0,9643
H55.01,9649
H55.0,9650
I50.20,9651
K13.21,9655
O20.0,9667
H25,9669
A69.0,9672
K12.1,9673
J43.8,9675
N88.3,9681
A95,9682
A54.33,9697
A54.39,9698
P39.1,9699
H10.0,9700
H10.82,9709
M77.9,971
K82.0,9714
K82.1,9717
H43.39,9720
H16.24,9722
H44.0,9724
H43.81,9726
K91.5,9740
K83.9,9741
I86.2,9742
E10,9744
K64.5,9745
K64,9746
I25.3,9768
P61.0,9771
C50.41,9773
I50.30,9775
K58,9778
K59.9,9779
B75,9784
M60.1,9788
B83.0,9790
H31.2,9794
H44.5,9799
H31.10,980
A18.31,9801
M31.0,9808
M31.0,9809
H31.12,981
M30.0,9810
H31.21,9821
Q74.0,9827
P96.1,9828
H52.0,9834
H52.7,9835
H50.2,9837
H50.41,9838
H50.43,9839
H50.0,9840
H50.42,9843
H81.399,9847
H81.0,9848
H81.0,9849
G24.4,9854
A50,9856
H16.30,9857
H16.3,9858
L63,986
A19,9861
H35.38,9867
E74.12,9869
L65.9,987
E74.21,9870
N34.0,9877
G71.0,9884
H50.05,9888
I77.4,9892
K05.4,9893
M12.20,9898
Q24.6,990
H00.1,9903
L65.2,9905
H00.02,9908
H00.01,9909
H16.01,9910
N43.1,9911
A98.1,992
F82,9923
H04.4,9935
H04.42,9936
H04.41,9937
H04.30,9938
H05.24,9945
C91.00,9952
C95.0,9953
Q23.4,9955
N85.7,9958
B58,9965
E67.1,9969
N85.5,997
E66.9,9970
E67.3,9971
E67.0,9972
F14.2,9975
F16.2,9977
N73.3,9978
A52.3,9988
D72.1,999
E16.2,9993
O90.3,9997
